Timestamp: 2024-07-03 04:53:20, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [0. 0. 0. 0. 0.], Predicted state: [0. 0. 0. 0. 0.], Updated state: [0.01798134 0.         1.97851989 0.         0.06115846]
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40807749e+05 2.32364615e+00 1.69235260e+02
 1.61349750e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244103e+06 7.40808413e+05 2.32360959e+00 1.69232597e+02
 5.26869320e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244104e+06 7.40809132e+05 2.32364342e+00 1.69235061e+02
 1.88590400e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40807688e+05 2.32365701e+00 1.69236051e+02
 5.26869320e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40808172e+05 2.32363646e+00 1.69234555e+02
 2.58170357e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244103e+06 7.40809018e+05 2.32364614e+00 1.69235260e+02
 1.61362860e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40807623e+05 2.32366209e+00 1.69236421e+02
 1.88590400e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40807749e+05 2.32366067e+00 1.69236317e+02
 1.61362860e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244101e+06 7.40807608e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Predicted state: [3.39244104e+06 7.40809300e+05 2.32366228e+00 1.69236435e+02
 0.00000000e+00], Updated state: [3.39244103e+06 7.40808414e+05 2.32365701e+00 1.69236051e+02
 5.26902653e-09]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40807795e+05 2.32963899e+00 1.69197357e+02
 1.61765881e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40808459e+05 2.32960235e+00 1.69194695e+02
 5.28228150e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244103e+06 7.40809178e+05 2.32963626e+00 1.69197159e+02
 1.89076787e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40807734e+05 2.32964989e+00 1.69198148e+02
 5.28228150e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40808218e+05 2.32962929e+00 1.69196652e+02
 2.58836195e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244103e+06 7.40809064e+05 2.32963899e+00 1.69197357e+02
 1.61779026e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40807669e+05 2.32965498e+00 1.69198518e+02
 1.89076787e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40807795e+05 2.32965355e+00 1.69198415e+02
 1.61779026e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244101e+06 7.40807654e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Predicted state: [3.39244103e+06 7.40809346e+05 2.32965517e+00 1.69198532e+02
 0.00000000e+00], Updated state: [3.39244102e+06 7.40808459e+05 2.32964989e+00 1.69198148e+02
 5.28261569e-09]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244099e+06 7.40807800e+05 2.33495617e+00 1.69160614e+02
 1.62135095e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244100e+06 7.40808465e+05 2.33491944e+00 1.69157953e+02
 5.29433776e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40809183e+05 2.33495343e+00 1.69160416e+02
 1.89508336e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244099e+06 7.40807740e+05 2.33496709e+00 1.69161405e+02
 5.29433776e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244100e+06 7.40808223e+05 2.33494644e+00 1.69159909e+02
 2.59426962e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244101e+06 7.40809069e+05 2.33495617e+00 1.69160614e+02
 1.62148270e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244099e+06 7.40807675e+05 2.33497219e+00 1.69161775e+02
 1.89508336e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244099e+06 7.40807800e+05 2.33497076e+00 1.69161671e+02
 1.62148270e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244099e+06 7.40807659e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Predicted state: [3.39244101e+06 7.40809351e+05 2.33497238e+00 1.69161789e+02
 0.00000000e+00], Updated state: [3.39244100e+06 7.40808465e+05 2.33496709e+00 1.69161405e+02
 5.29467272e-09]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244097e+06 7.40807806e+05 2.34234089e+00 1.69122925e+02
 1.62647878e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244098e+06 7.40808471e+05 2.34230405e+00 1.69120265e+02
 5.31108209e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244099e+06 7.40809189e+05 2.34233815e+00 1.69122727e+02
 1.90107691e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244097e+06 7.40807746e+05 2.34235185e+00 1.69123716e+02
 5.31108209e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244097e+06 7.40808229e+05 2.34233113e+00 1.69122221e+02
 2.60247448e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244098e+06 7.40809075e+05 2.34234089e+00 1.69122925e+02
 1.62661094e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244097e+06 7.40807680e+05 2.34235697e+00 1.69124086e+02
 1.90107691e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244097e+06 7.40807806e+05 2.34235553e+00 1.69123982e+02
 1.62661094e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244097e+06 7.40807665e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Predicted state: [3.39244099e+06 7.40809356e+05 2.34235716e+00 1.69124100e+02
 0.00000000e+00], Updated state: [3.39244098e+06 7.40808471e+05 2.34235185e+00 1.69123716e+02
 5.31141810e-09]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244094e+06 7.40807812e+05 2.35277140e+00 1.69086701e+02
 1.63372153e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244095e+06 7.40808476e+05 2.35273439e+00 1.69084041e+02
 5.33473248e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244096e+06 7.40809194e+05 2.35276864e+00 1.69086503e+02
 1.90954245e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244094e+06 7.40807752e+05 2.35278240e+00 1.69087492e+02
 5.33473248e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244095e+06 7.40808235e+05 2.35276159e+00 1.69085997e+02
 2.61406337e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244096e+06 7.40809080e+05 2.35277139e+00 1.69086701e+02
 1.63385428e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244094e+06 7.40807686e+05 2.35278754e+00 1.69087862e+02
 1.90954245e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244094e+06 7.40807812e+05 2.35278610e+00 1.69087758e+02
 1.63385428e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244094e+06 7.40807671e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Predicted state: [3.39244097e+06 7.40809362e+05 2.35278773e+00 1.69087875e+02
 0.00000000e+00], Updated state: [3.39244095e+06 7.40808476e+05 2.35278240e+00 1.69087492e+02
 5.33506999e-09]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244092e+06 7.40807818e+05 2.35605559e+00 1.69048890e+02
 1.63600201e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244093e+06 7.40808482e+05 2.35601853e+00 1.69046231e+02
 5.34217914e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244094e+06 7.40809200e+05 2.35605283e+00 1.69048692e+02
 1.91220795e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244092e+06 7.40807757e+05 2.35606661e+00 1.69049681e+02
 5.34217914e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244093e+06 7.40808240e+05 2.35604577e+00 1.69048186e+02
 2.61771230e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244094e+06 7.40809086e+05 2.35605559e+00 1.69048890e+02
 1.63613495e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244092e+06 7.40807692e+05 2.35607176e+00 1.69050050e+02
 1.91220795e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244092e+06 7.40807818e+05 2.35607031e+00 1.69049947e+02
 1.63613495e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244092e+06 7.40807677e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Predicted state: [3.39244094e+06 7.40809367e+05 2.35607195e+00 1.69050064e+02
 0.00000000e+00], Updated state: [3.39244093e+06 7.40808482e+05 2.35606661e+00 1.69049681e+02
 5.34251712e-09]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244090e+06 7.40807824e+05 2.36579063e+00 1.69010896e+02
 1.64276185e-06]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244091e+06 7.40808487e+05 2.36575341e+00 1.69008237e+02
 5.36425263e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244092e+06 7.40809205e+05 2.36578786e+00 1.69010698e+02
 1.92010905e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244090e+06 7.40807763e+05 2.36580169e+00 1.69011686e+02
 5.36425263e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244090e+06 7.40808246e+05 2.36578077e+00 1.69010192e+02
 2.62852849e-07]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244091e+06 7.40809091e+05 2.36579063e+00 1.69010896e+02
 1.64289534e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244090e+06 7.40807698e+05 2.36580686e+00 1.69012056e+02
 1.92010905e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244090e+06 7.40807824e+05 2.36580541e+00 1.69011952e+02
 1.64289534e-08]
Timestamp: 2024-07-03 05:15:44, Q multiplier: 10, R multiplier: 10, Initial state: [3.39244089e+06 7.40807683e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Predicted state: [3.39244092e+06 7.40809373e+05 2.36580706e+00 1.69012070e+02
 0.00000000e+00], Updated state: [3.39244091e+06 7.40808487e+05 2.36580169e+00 1.69011686e+02
 5.36459201e-09]
Timestamp: 2024-07-03 05:16:47, Q multiplier: 0.1, R multiplier: 0.1, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244341e+06 7.40807080e+05 2.05464844e+00 1.73542633e+02
 1.42671040e-06]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 0.1, R multiplier: 1, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244342e+06 7.40807762e+05 2.05461612e+00 1.73539903e+02
 4.65876108e-07]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 0.1, R multiplier: 10, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244343e+06 7.40808499e+05 2.05464603e+00 1.73542430e+02
 1.66758167e-08]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 1, R multiplier: 0.1, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244341e+06 7.40807018e+05 2.05465805e+00 1.73543445e+02
 4.65876108e-07]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 1, R multiplier: 1, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244341e+06 7.40807514e+05 2.05463988e+00 1.73541910e+02
 2.28283175e-07]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 1, R multiplier: 10, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244342e+06 7.40808381e+05 2.05464844e+00 1.73542633e+02
 1.42682632e-08]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 10, R multiplier: 0.1, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Predicted state: [3.39244343e+06 7.40808671e+05 2.05466270e+00 1.73543839e+02
 0.00000000e+00], Updated state: [3.39244341e+06 7.40806951e+05 2.05466254e+00 1.73543824e+02
 1.66758167e-08]
Timestamp: 2024-07-03 05:16:48, Q multiplier: 10, R multiplier: 1, Initial state: [3.39244341e+06 7.40806935e+05 2.05466270e+00 1.73543839e+02
